customer_id,customer_name,customer_email,activity_status,grain_type,storage_start_date,storage_end_date,total_bags,total_weight_kg,storage_duration_days,monthly_rent_per_bag,total_rent_paid,sold_status,sale_price_per_kg,total_sale_amount,sale_date,profit_loss
1737,Customer_1737,customer1737@mail.com,storing,Millet,2023-12-19,2024-01-30,139,3475,42,43,8367.8,partial,32,0,2024-01-30,-8367.8
1237,Customer_1237,customer1237@mail.com,sold,Wheat,2024-07-14,2024-11-14,130,6500,123,55,29315.0,yes,32,0,2024-11-14,-29315.0
546,Customer_546,customer546@mail.com,storing,Barley,2023-01-10,2023-06-26,188,4700,167,35,36628.67,no,42,197400,2023-06-26,160771.33
225,Customer_225,customer225@mail.com,stored,Maize,2023-02-03,2023-05-17,100,5000,103,60,20600.0,partial,53,265000,2023-05-17,244400.0
1129,Customer_1129,customer1129@mail.com,sold,Rice,2024-03-15,2024-08-11,109,2725,149,43,23278.77,partial,54,0,2024-08-11,-23278.77
1273,Customer_1273,customer1273@mail.com,sold,Millet,2023-01-25,2023-06-13,50,2500,139,55,12741.67,yes,40,0,2023-06-13,-12741.67
1267,Customer_1267,customer1267@mail.com,stored,Sorghum,2024-07-22,2024-12-28,175,4375,159,46,42665.0,no,39,170625,2024-12-28,127960.0
1203,Customer_1203,customer1203@mail.com,storing,Millet,2023-09-13,2024-01-23,140,3500,132,50,30800.0,no,54,0,2024-01-23,-30800.0
1923,Customer_1923,customer1923@mail.com,storing,Barley,2023-07-21,2023-12-21,167,8350,153,45,38326.5,no,55,459250,2023-12-21,420923.5
1322,Customer_1322,customer1322@mail.com,sold,Millet,2023-11-02,2023-12-23,64,1600,51,59,6419.2,yes,40,0,2023-12-23,-6419.2
1251,Customer_1251,customer1251@mail.com,sold,Maize,2024-01-29,2024-04-27,72,1800,89,51,10893.6,partial,40,72000,2024-04-27,61106.4
939,Customer_939,customer939@mail.com,stored,Rice,2023-10-14,2024-02-02,54,1350,111,32,6393.6,yes,30,40500,2024-02-02,34106.4
1681,Customer_1681,customer1681@mail.com,stored,Rice,2024-06-02,2024-10-11,102,2550,131,42,18706.8,yes,49,124950,2024-10-11,106243.2
1610,Customer_1610,customer1610@mail.com,stored,Wheat,2024-03-23,2024-06-05,102,5100,74,35,8806.0,no,36,0,2024-06-05,-8806.0
680,Customer_680,customer680@mail.com,storing,Maize,2024-08-05,2024-08-18,78,3900,13,33,1115.4,yes,44,171600,2024-08-18,170484.6
1565,Customer_1565,customer1565@mail.com,stored,Barley,2024-07-28,2024-09-17,29,725,51,43,2119.9,yes,39,28275,2024-09-17,26155.1
612,Customer_612,customer612@mail.com,storing,Wheat,2024-05-03,2024-10-05,162,4050,155,50,41850.0,no,36,145800,2024-10-05,103950.0
804,Customer_804,customer804@mail.com,storing,Rice,2024-03-26,2024-08-13,150,3750,140,60,42000.0,no,30,0,2024-08-13,-42000.0
1684,Customer_1684,customer1684@mail.com,stored,Sorghum,2023-07-20,2023-11-28,122,3050,131,54,28767.6,no,38,115900,2023-11-28,87132.4
1418,Customer_1418,customer1418@mail.com,sold,Sorghum,2023-06-13,2023-07-13,149,3725,30,35,5215.0,yes,40,149000,2023-07-13,143785.0
1232,Customer_1232,customer1232@mail.com,sold,Barley,2024-07-04,2024-10-04,191,9550,92,41,24015.07,partial,25,0,2024-10-04,-24015.07
461,Customer_461,customer461@mail.com,stored,Rice,2023-02-20,2023-03-18,109,5450,26,55,5195.67,yes,48,0,2023-03-18,-5195.67
1846,Customer_1846,customer1846@mail.com,stored,Wheat,2023-11-28,2024-03-17,103,2575,110,39,14729.0,partial,30,0,2024-03-17,-14729.0
1997,Customer_1997,customer1997@mail.com,storing,Wheat,2024-07-13,2024-07-24,96,4800,11,42,1478.4,no,43,206400,2024-07-24,204921.6
1132,Customer_1132,customer1132@mail.com,stored,Maize,2023-06-14,2023-11-11,58,2900,150,25,7250.0,yes,35,0,2023-11-11,-7250.0
1373,Customer_1373,customer1373@mail.com,stored,Barley,2024-06-14,2024-09-12,18,450,90,28,1512.0,no,51,22950,2024-09-12,21438.0
1246,Customer_1246,customer1246@mail.com,sold,Millet,2023-02-02,2023-06-20,60,3000,138,32,8832.0,partial,45,0,2023-06-20,-8832.0
292,Customer_292,customer292@mail.com,storing,Rice,2023-01-17,2023-04-06,90,4500,79,43,10191.0,no,48,0,2023-04-06,-10191.0
1219,Customer_1219,customer1219@mail.com,stored,Barley,2024-02-28,2024-08-07,164,8200,161,44,38725.87,partial,34,278800,2024-08-07,240074.13
909,Customer_909,customer909@mail.com,stored,Barley,2023-11-24,2023-12-06,87,4350,12,54,1879.2,yes,49,0,2023-12-06,-1879.2
1185,Customer_1185,customer1185@mail.com,stored,Wheat,2023-02-16,2023-08-12,37,925,177,21,4584.3,partial,53,49025,2023-08-12,44440.7
1256,Customer_1256,customer1256@mail.com,stored,Sorghum,2024-08-01,2024-12-18,100,2500,139,40,18533.33,partial,36,90000,2024-12-18,71466.67
1385,Customer_1385,customer1385@mail.com,sold,Sorghum,2023-12-24,2024-04-29,72,3600,127,43,13106.4,yes,47,0,2024-04-29,-13106.4
1865,Customer_1865,customer1865@mail.com,stored,Barley,2024-08-02,2024-12-12,32,800,132,42,5913.6,yes,50,40000,2024-12-12,34086.4
807,Customer_807,customer807@mail.com,stored,Barley,2023-10-12,2023-11-28,189,9450,47,60,17766.0,no,32,0,2023-11-28,-17766.0
1560,Customer_1560,customer1560@mail.com,storing,Maize,2023-04-23,2023-10-19,103,5150,179,25,15364.17,no,27,0,2023-10-19,-15364.17
1557,Customer_1557,customer1557@mail.com,storing,Wheat,2024-08-06,2024-09-04,149,3725,29,60,8642.0,no,45,0,2024-09-04,-8642.0
676,Customer_676,customer676@mail.com,sold,Barley,2024-02-01,2024-04-29,48,2400,88,44,6195.2,partial,50,120000,2024-04-29,113804.8
1967,Customer_1967,customer1967@mail.com,sold,Maize,2023-10-26,2024-01-05,198,9900,71,52,24367.2,no,36,356400,2024-01-05,332032.8
121,Customer_121,customer121@mail.com,stored,Wheat,2023-08-19,2023-09-27,31,775,39,54,2176.2,yes,54,41850,2023-09-27,39673.8
141,Customer_141,customer141@mail.com,storing,Maize,2024-04-07,2024-05-21,159,7950,44,44,10260.8,no,40,318000,2024-05-21,307739.2
1415,Customer_1415,customer1415@mail.com,stored,Millet,2023-07-05,2023-10-03,58,2900,90,23,4002.0,yes,35,101500,2023-10-03,97498.0
75,Customer_75,customer75@mail.com,stored,Rice,2024-08-13,2024-11-09,82,2050,88,30,7216.0,partial,30,0,2024-11-09,-7216.0
348,Customer_348,customer348@mail.com,stored,Sorghum,2023-08-13,2023-11-16,119,2975,95,56,21102.67,yes,37,110075,2023-11-16,88972.33
1616,Customer_1616,customer1616@mail.com,sold,Millet,2024-06-09,2024-10-17,163,4075,130,36,25428.0,yes,26,105950,2024-10-17,80522.0
1315,Customer_1315,customer1315@mail.com,sold,Barley,2023-07-03,2023-07-27,19,475,24,29,440.8,no,41,0,2023-07-27,-440.8
1070,Customer_1070,customer1070@mail.com,storing,Millet,2023-06-09,2023-07-14,11,550,35,59,757.17,no,52,28600,2023-07-14,27842.83
446,Customer_446,customer446@mail.com,storing,Rice,2023-11-03,2024-04-19,27,1350,168,26,3931.2,yes,37,0,2024-04-19,-3931.2
1757,Customer_1757,customer1757@mail.com,stored,Rice,2023-03-07,2023-08-25,130,3250,171,35,25935.0,yes,48,0,2023-08-25,-25935.0
1206,Customer_1206,customer1206@mail.com,storing,Sorghum,2024-05-14,2024-06-05,76,3800,22,55,3065.33,partial,45,171000,2024-06-05,167934.67
31,Customer_31,customer31@mail.com,storing,Maize,2024-07-09,2024-11-01,74,1850,115,55,15601.67,yes,30,0,2024-11-01,-15601.67
725,Customer_725,customer725@mail.com,stored,Barley,2023-11-27,2023-12-24,109,2725,27,39,3825.9,partial,34,0,2023-12-24,-3825.9
801,Customer_801,customer801@mail.com,stored,Wheat,2024-02-13,2024-06-12,147,3675,120,32,18816.0,no,51,0,2024-06-12,-18816.0
1194,Customer_1194,customer1194@mail.com,sold,Maize,2024-03-25,2024-04-15,104,2600,21,55,4004.0,yes,45,0,2024-04-15,-4004.0
1079,Customer_1079,customer1079@mail.com,sold,Sorghum,2023-04-02,2023-07-01,118,5900,90,23,8142.0,no,54,0,2023-07-01,-8142.0
1925,Customer_1925,customer1925@mail.com,stored,Barley,2023-07-20,2023-11-12,138,6900,115,49,25921.0,yes,36,248400,2023-11-12,222479.0
808,Customer_808,customer808@mail.com,sold,Rice,2023-04-06,2023-07-17,145,7250,102,39,19227.0,no,46,0,2023-07-17,-19227.0
489,Customer_489,customer489@mail.com,sold,Rice,2023-08-25,2023-12-27,20,500,124,48,3968.0,no,26,13000,2023-12-27,9032.0
1548,Customer_1548,customer1548@mail.com,sold,Sorghum,2024-06-02,2024-06-27,195,4875,25,45,7312.5,yes,28,0,2024-06-27,-7312.5
1346,Customer_1346,customer1346@mail.com,storing,Wheat,2023-11-12,2024-02-05,140,7000,85,33,13090.0,no,30,210000,2024-02-05,196910.0
625,Customer_625,customer625@mail.com,stored,Rice,2024-05-21,2024-06-04,35,875,14,46,751.33,no,40,35000,2024-06-04,34248.67
1481,Customer_1481,customer1481@mail.com,stored,Rice,2023-12-16,2024-04-25,161,8050,131,27,18981.9,no,50,402500,2024-04-25,383518.1
120,Customer_120,customer120@mail.com,stored,Millet,2023-06-16,2023-11-16,72,1800,153,29,10648.8,no,27,0,2023-11-16,-10648.8
460,Customer_460,customer460@mail.com,sold,Maize,2024-07-16,2024-12-02,150,7500,139,38,26410.0,yes,54,0,2024-12-02,-26410.0
423,Customer_423,customer423@mail.com,stored,Maize,2024-01-06,2024-03-25,39,975,79,41,4210.7,no,55,0,2024-03-25,-4210.7
854,Customer_854,customer854@mail.com,sold,Maize,2023-10-13,2023-12-03,36,900,51,51,3121.2,no,42,37800,2023-12-03,34678.8
75,Customer_75,customer75@mail.com,sold,Sorghum,2023-02-01,2023-06-01,165,4125,120,45,29700.0,partial,33,136125,2023-06-01,106425.0
107,Customer_107,customer107@mail.com,sold,Millet,2023-01-12,2023-03-10,128,3200,57,60,14592.0,no,54,0,2023-03-10,-14592.0
1840,Customer_1840,customer1840@mail.com,storing,Barley,2024-06-26,2024-10-01,33,1650,97,37,3947.9,yes,42,69300,2024-10-01,65352.1
574,Customer_574,customer574@mail.com,storing,Maize,2024-04-05,2024-07-23,125,3125,109,57,25887.5,no,43,134375,2024-07-23,108487.5
1073,Customer_1073,customer1073@mail.com,sold,Maize,2024-08-12,2024-09-15,158,3950,34,42,7520.8,partial,55,217250,2024-09-15,209729.2
1607,Customer_1607,customer1607@mail.com,sold,Millet,2024-07-04,2024-09-11,97,2425,69,55,12270.5,yes,25,60625,2024-09-11,48354.5
386,Customer_386,customer386@mail.com,stored,Sorghum,2024-06-27,2024-10-16,35,875,111,34,4403.0,partial,51,44625,2024-10-16,40222.0
85,Customer_85,customer85@mail.com,stored,Millet,2024-04-09,2024-06-22,18,450,74,29,1287.6,yes,27,12150,2024-06-22,10862.4
1629,Customer_1629,customer1629@mail.com,storing,Millet,2023-12-29,2024-01-09,51,1275,11,56,1047.2,no,45,0,2024-01-09,-1047.2
1836,Customer_1836,customer1836@mail.com,sold,Wheat,2023-12-05,2024-04-11,61,1525,128,31,8068.27,partial,39,0,2024-04-11,-8068.27
1130,Customer_1130,customer1130@mail.com,stored,Barley,2024-05-04,2024-06-20,22,1100,47,29,999.53,partial,39,42900,2024-06-20,41900.47
1007,Customer_1007,customer1007@mail.com,sold,Sorghum,2024-05-22,2024-10-11,172,8600,142,44,35821.87,partial,38,326800,2024-10-11,290978.13
1010,Customer_1010,customer1010@mail.com,storing,Maize,2023-02-14,2023-06-03,142,3550,109,41,21153.27,no,32,113600,2023-06-03,92446.73
1228,Customer_1228,customer1228@mail.com,stored,Barley,2024-01-17,2024-04-21,106,5300,95,41,13762.33,partial,47,0,2024-04-21,-13762.33
567,Customer_567,customer567@mail.com,storing,Millet,2023-09-21,2024-02-28,191,9550,160,23,23429.33,no,47,448850,2024-02-28,425420.67
1600,Customer_1600,customer1600@mail.com,sold,Rice,2024-02-14,2024-06-24,27,675,131,45,5305.5,yes,44,29700,2024-06-24,24394.5
1103,Customer_1103,customer1103@mail.com,stored,Millet,2024-02-09,2024-05-31,35,1750,112,27,3528.0,yes,49,85750,2024-05-31,82222.0
1204,Customer_1204,customer1204@mail.com,storing,Wheat,2023-08-25,2024-01-13,135,6750,141,24,15228.0,partial,27,0,2024-01-13,-15228.0
1357,Customer_1357,customer1357@mail.com,storing,Rice,2023-05-13,2023-08-22,144,7200,101,27,13089.6,partial,44,0,2023-08-22,-13089.6
664,Customer_664,customer664@mail.com,stored,Maize,2024-03-30,2024-07-22,173,8650,114,43,28268.2,partial,40,0,2024-07-22,-28268.2
598,Customer_598,customer598@mail.com,storing,Maize,2024-04-30,2024-05-31,119,5950,31,22,2705.27,yes,30,178500,2024-05-31,175794.73
397,Customer_397,customer397@mail.com,stored,Sorghum,2024-02-20,2024-06-05,191,9550,106,45,30369.0,partial,25,0,2024-06-05,-30369.0
112,Customer_112,customer112@mail.com,stored,Rice,2023-04-19,2023-08-06,58,1450,109,54,11379.6,yes,52,75400,2023-08-06,64020.4
1436,Customer_1436,customer1436@mail.com,sold,Wheat,2024-08-19,2024-09-27,68,1700,39,45,3978.0,no,49,83300,2024-09-27,79322.0
1828,Customer_1828,customer1828@mail.com,stored,Maize,2023-02-02,2023-06-16,75,3750,134,37,12395.0,no,34,0,2023-06-16,-12395.0
1342,Customer_1342,customer1342@mail.com,sold,Rice,2023-01-25,2023-03-23,70,3500,57,23,3059.0,yes,48,168000,2023-03-23,164941.0
600,Customer_600,customer600@mail.com,sold,Maize,2023-06-03,2023-07-09,55,1375,36,51,3366.0,partial,25,34375,2023-07-09,31009.0
809,Customer_809,customer809@mail.com,stored,Sorghum,2024-01-18,2024-06-26,165,8250,160,26,22880.0,no,52,0,2024-06-26,-22880.0
1846,Customer_1846,customer1846@mail.com,stored,Millet,2024-06-20,2024-12-06,71,1775,169,25,9999.17,no,41,72775,2024-12-06,62775.83
415,Customer_415,customer415@mail.com,storing,Maize,2024-01-26,2024-02-13,190,9500,18,46,5244.0,no,38,0,2024-02-13,-5244.0
697,Customer_697,customer697@mail.com,storing,Maize,2024-01-27,2024-03-08,89,2225,41,53,6446.57,no,36,0,2024-03-08,-6446.57
1762,Customer_1762,customer1762@mail.com,storing,Sorghum,2023-08-22,2023-09-26,67,3350,35,56,4377.33,partial,43,144050,2023-09-26,139672.67
580,Customer_580,customer580@mail.com,sold,Rice,2023-01-21,2023-03-16,193,9650,54,52,18064.8,no,37,357050,2023-03-16,338985.2
1244,Customer_1244,customer1244@mail.com,storing,Millet,2023-03-07,2023-08-24,145,3625,170,25,20541.67,no,38,0,2023-08-24,-20541.67
171,Customer_171,customer171@mail.com,sold,Maize,2023-12-14,2024-01-10,20,1000,27,42,756.0,partial,30,30000,2024-01-10,29244.0
523,Customer_523,customer523@mail.com,storing,Barley,2023-11-01,2024-04-29,33,825,180,42,8316.0,yes,40,33000,2024-04-29,24684.0
1508,Customer_1508,customer1508@mail.com,sold,Wheat,2024-03-24,2024-08-03,11,275,132,30,1452.0,no,34,0,2024-08-03,-1452.0
29,Customer_29,customer29@mail.com,sold,Wheat,2023-10-24,2023-12-12,81,2025,49,21,2778.3,yes,47,0,2023-12-12,-2778.3
998,Customer_998,customer998@mail.com,storing,Maize,2023-11-05,2023-11-25,57,2850,20,33,1254.0,partial,38,0,2023-11-25,-1254.0
1846,Customer_1846,customer1846@mail.com,sold,Millet,2023-07-22,2023-08-15,163,4075,24,35,4564.0,partial,35,142625,2023-08-15,138061.0
1642,Customer_1642,customer1642@mail.com,stored,Rice,2023-05-04,2023-10-25,111,5550,174,54,34765.2,yes,27,149850,2023-10-25,115084.8
922,Customer_922,customer922@mail.com,sold,Sorghum,2023-03-14,2023-07-21,126,3150,129,27,14628.6,yes,45,141750,2023-07-21,127121.4
1362,Customer_1362,customer1362@mail.com,stored,Millet,2024-02-17,2024-07-02,90,4500,136,50,20400.0,no,43,0,2024-07-02,-20400.0
877,Customer_877,customer877@mail.com,sold,Sorghum,2024-01-26,2024-02-10,144,7200,15,57,4104.0,no,29,208800,2024-02-10,204696.0
1748,Customer_1748,customer1748@mail.com,storing,Rice,2023-05-02,2023-09-14,171,8550,135,36,27702.0,yes,34,0,2023-09-14,-27702.0
429,Customer_429,customer429@mail.com,stored,Wheat,2024-07-18,2024-11-11,40,1000,116,27,4176.0,yes,46,0,2024-11-11,-4176.0
623,Customer_623,customer623@mail.com,sold,Rice,2024-08-06,2025-01-08,199,9950,155,40,41126.67,partial,46,457700,2025-01-08,416573.33
1805,Customer_1805,customer1805@mail.com,sold,Sorghum,2023-03-13,2023-04-18,54,1350,36,46,2980.8,partial,35,47250,2023-04-18,44269.2
675,Customer_675,customer675@mail.com,sold,Rice,2024-01-19,2024-04-12,58,2900,84,31,5034.4,partial,39,0,2024-04-12,-5034.4
289,Customer_289,customer289@mail.com,stored,Maize,2024-05-21,2024-11-09,71,3550,172,26,10583.73,partial,27,0,2024-11-09,-10583.73
1599,Customer_1599,customer1599@mail.com,stored,Millet,2023-03-31,2023-06-02,168,8400,63,59,20815.2,yes,33,277200,2023-06-02,256384.8
1783,Customer_1783,customer1783@mail.com,sold,Rice,2023-10-23,2024-02-01,88,4400,101,29,8591.73,no,46,202400,2024-02-01,193808.27
1071,Customer_1071,customer1071@mail.com,sold,Barley,2023-12-13,2024-05-22,150,7500,161,24,19320.0,yes,37,277500,2024-05-22,258180.0
61,Customer_61,customer61@mail.com,storing,Maize,2024-03-01,2024-07-15,67,3350,136,21,6378.4,partial,31,0,2024-07-15,-6378.4
1434,Customer_1434,customer1434@mail.com,storing,Maize,2023-03-05,2023-06-07,75,1875,94,39,9165.0,partial,38,71250,2023-06-07,62085.0
1380,Customer_1380,customer1380@mail.com,stored,Maize,2023-12-30,2024-03-13,84,2100,74,55,11396.0,no,38,0,2024-03-13,-11396.0
680,Customer_680,customer680@mail.com,sold,Wheat,2023-01-14,2023-03-20,47,1175,65,45,4582.5,yes,38,44650,2023-03-20,40067.5
830,Customer_830,customer830@mail.com,stored,Millet,2023-01-01,2023-01-27,123,6150,26,39,4157.4,partial,39,0,2023-01-27,-4157.4
1115,Customer_1115,customer1115@mail.com,sold,Sorghum,2023-04-05,2023-06-14,42,2100,70,59,5782.0,no,36,0,2023-06-14,-5782.0
154,Customer_154,customer154@mail.com,storing,Sorghum,2023-05-01,2023-09-15,97,4850,137,43,19047.57,partial,33,0,2023-09-15,-19047.57
1803,Customer_1803,customer1803@mail.com,sold,Millet,2023-06-11,2023-07-21,129,6450,40,54,9288.0,no,42,0,2023-07-21,-9288.0
265,Customer_265,customer265@mail.com,sold,Barley,2023-05-25,2023-09-13,40,2000,111,49,7252.0,no,38,76000,2023-09-13,68748.0
1745,Customer_1745,customer1745@mail.com,stored,Wheat,2023-09-21,2024-01-24,143,7150,125,56,33366.67,no,35,250250,2024-01-24,216883.33
1828,Customer_1828,customer1828@mail.com,stored,Maize,2023-07-24,2023-08-17,181,9050,24,25,3620.0,partial,44,0,2023-08-17,-3620.0
261,Customer_261,customer261@mail.com,storing,Barley,2024-08-11,2024-09-23,53,2650,43,37,2810.77,partial,52,137800,2024-09-23,134989.23
904,Customer_904,customer904@mail.com,sold,Millet,2023-11-03,2024-03-28,119,2975,146,51,29535.8,partial,29,0,2024-03-28,-29535.8
963,Customer_963,customer963@mail.com,sold,Sorghum,2024-03-07,2024-04-27,67,1675,51,32,3644.8,partial,30,0,2024-04-27,-3644.8
1384,Customer_1384,customer1384@mail.com,sold,Sorghum,2023-10-31,2024-03-07,106,5300,128,51,23065.6,partial,46,0,2024-03-07,-23065.6
674,Customer_674,customer674@mail.com,sold,Maize,2023-01-14,2023-04-10,147,7350,86,33,13906.2,partial,25,183750,2023-04-10,169843.8
1814,Customer_1814,customer1814@mail.com,storing,Wheat,2023-09-06,2023-12-16,124,3100,101,32,13358.93,no,46,0,2023-12-16,-13358.93
1654,Customer_1654,customer1654@mail.com,storing,Sorghum,2023-11-06,2024-01-29,16,800,84,30,1344.0,yes,46,36800,2024-01-29,35456.0
1165,Customer_1165,customer1165@mail.com,stored,Sorghum,2023-04-25,2023-07-31,150,3750,97,23,11155.0,partial,35,131250,2023-07-31,120095.0
885,Customer_885,customer885@mail.com,stored,Maize,2023-07-21,2023-08-24,12,600,34,47,639.2,yes,55,0,2023-08-24,-639.2
1779,Customer_1779,customer1779@mail.com,storing,Barley,2024-06-27,2024-08-22,106,5300,56,50,9893.33,partial,27,0,2024-08-22,-9893.33
994,Customer_994,customer994@mail.com,storing,Barley,2024-06-30,2024-08-30,149,7450,61,39,11815.7,yes,42,312900,2024-08-30,301084.3
1491,Customer_1491,customer1491@mail.com,storing,Barley,2023-10-11,2023-12-01,193,4825,51,28,9186.8,yes,26,0,2023-12-01,-9186.8
1442,Customer_1442,customer1442@mail.com,sold,Sorghum,2023-04-07,2023-09-10,168,4200,156,48,41932.8,partial,44,184800,2023-09-10,142867.2
1479,Customer_1479,customer1479@mail.com,storing,Maize,2024-04-24,2024-07-03,113,2825,70,55,14501.67,no,55,0,2024-07-03,-14501.67
779,Customer_779,customer779@mail.com,storing,Rice,2024-06-03,2024-10-22,78,1950,141,41,15030.6,yes,29,56550,2024-10-22,41519.4
249,Customer_249,customer249@mail.com,storing,Millet,2023-10-08,2024-02-08,134,3350,123,51,28019.4,yes,31,103850,2024-02-08,75830.6
879,Customer_879,customer879@mail.com,storing,Sorghum,2023-05-08,2023-08-03,33,825,87,29,2775.3,no,33,27225,2023-08-03,24449.7
71,Customer_71,customer71@mail.com,stored,Millet,2024-07-20,2024-10-15,192,9600,87,51,28396.8,no,33,316800,2024-10-15,288403.2
476,Customer_476,customer476@mail.com,stored,Millet,2023-11-21,2023-12-16,44,2200,25,37,1356.67,partial,28,0,2023-12-16,-1356.67
772,Customer_772,customer772@mail.com,sold,Sorghum,2023-05-29,2023-09-10,147,3675,104,29,14778.4,yes,37,0,2023-09-10,-14778.4
1392,Customer_1392,customer1392@mail.com,storing,Wheat,2023-03-12,2023-04-27,53,1325,46,54,4388.4,partial,53,0,2023-04-27,-4388.4
257,Customer_257,customer257@mail.com,stored,Sorghum,2023-05-30,2023-10-09,107,5350,132,60,28248.0,yes,37,0,2023-10-09,-28248.0
850,Customer_850,customer850@mail.com,sold,Millet,2023-04-09,2023-07-26,124,6200,108,45,20088.0,yes,30,0,2023-07-26,-20088.0
1077,Customer_1077,customer1077@mail.com,stored,Millet,2023-10-04,2023-11-07,133,3325,34,56,8441.07,no,48,0,2023-11-07,-8441.07
201,Customer_201,customer201@mail.com,stored,Maize,2024-02-20,2024-03-31,132,6600,40,24,4224.0,partial,39,0,2024-03-31,-4224.0
1105,Customer_1105,customer1105@mail.com,sold,Millet,2023-02-02,2023-06-23,69,1725,141,55,17836.5,partial,38,0,2023-06-23,-17836.5
1021,Customer_1021,customer1021@mail.com,stored,Barley,2023-05-04,2023-05-15,58,1450,11,31,659.27,yes,52,0,2023-05-15,-659.27
611,Customer_611,customer611@mail.com,sold,Maize,2024-06-16,2024-10-04,121,3025,110,24,10648.0,no,53,160325,2024-10-04,149677.0
359,Customer_359,customer359@mail.com,storing,Barley,2024-05-10,2024-10-03,32,1600,146,44,6852.27,no,52,0,2024-10-03,-6852.27
546,Customer_546,customer546@mail.com,storing,Barley,2023-09-21,2023-12-31,190,9500,101,53,33902.33,partial,43,0,2023-12-31,-33902.33
160,Customer_160,customer160@mail.com,storing,Rice,2023-09-28,2023-12-04,34,850,67,58,4404.13,yes,32,0,2023-12-04,-4404.13
205,Customer_205,customer205@mail.com,sold,Sorghum,2023-12-01,2024-03-11,17,850,101,48,2747.2,partial,31,0,2024-03-11,-2747.2
991,Customer_991,customer991@mail.com,storing,Barley,2024-08-22,2024-12-09,166,4150,109,54,32569.2,partial,28,0,2024-12-09,-32569.2
1881,Customer_1881,customer1881@mail.com,sold,Rice,2023-12-27,2024-05-19,57,1425,144,36,9849.6,yes,45,64125,2024-05-19,54275.4
579,Customer_579,customer579@mail.com,stored,Millet,2023-08-11,2023-09-15,149,7450,35,44,7648.67,yes,32,238400,2023-09-15,230751.33
758,Customer_758,customer758@mail.com,storing,Barley,2024-04-21,2024-05-15,98,2450,24,43,3371.2,partial,26,0,2024-05-15,-3371.2
1687,Customer_1687,customer1687@mail.com,storing,Sorghum,2023-10-22,2023-12-09,31,1550,48,23,1140.8,no,36,55800,2023-12-09,54659.2
1679,Customer_1679,customer1679@mail.com,storing,Barley,2023-03-25,2023-06-16,27,1350,83,30,2241.0,partial,38,51300,2023-06-16,49059.0
1049,Customer_1049,customer1049@mail.com,sold,Rice,2023-03-13,2023-05-14,142,7100,62,37,10858.27,partial,52,369200,2023-05-14,358341.73
1059,Customer_1059,customer1059@mail.com,sold,Rice,2024-08-03,2025-01-30,18,900,180,48,5184.0,partial,32,28800,2025-01-30,23616.0
691,Customer_691,customer691@mail.com,storing,Rice,2023-04-29,2023-07-30,60,1500,92,50,9200.0,no,45,0,2023-07-30,-9200.0
986,Customer_986,customer986@mail.com,storing,Sorghum,2023-08-09,2023-09-17,127,6350,39,33,5448.3,no,25,0,2023-09-17,-5448.3
1858,Customer_1858,customer1858@mail.com,stored,Maize,2023-06-29,2023-08-15,29,725,47,46,2089.93,no,45,0,2023-08-15,-2089.93
372,Customer_372,customer372@mail.com,sold,Sorghum,2023-06-30,2023-12-04,161,4025,157,21,17693.9,yes,25,100625,2023-12-04,82931.1
235,Customer_235,customer235@mail.com,sold,Wheat,2023-10-13,2024-03-06,25,1250,145,57,6887.5,no,37,0,2024-03-06,-6887.5
305,Customer_305,customer305@mail.com,stored,Sorghum,2024-08-19,2025-01-20,181,9050,154,22,20440.93,no,39,352950,2025-01-20,332509.07
579,Customer_579,customer579@mail.com,storing,Rice,2023-09-21,2023-11-13,190,9500,53,34,11412.67,no,43,408500,2023-11-13,397087.33
1556,Customer_1556,customer1556@mail.com,sold,Barley,2023-12-19,2024-06-07,154,3850,171,28,24578.4,no,28,107800,2024-06-07,83221.6
1951,Customer_1951,customer1951@mail.com,sold,Sorghum,2024-06-06,2024-09-25,52,2600,111,55,10582.0,partial,48,124800,2024-09-25,114218.0
795,Customer_795,customer795@mail.com,sold,Maize,2023-09-01,2024-02-22,30,750,174,46,8004.0,yes,32,0,2024-02-22,-8004.0
1945,Customer_1945,customer1945@mail.com,sold,Millet,2023-07-06,2023-07-24,192,4800,18,60,6912.0,yes,28,134400,2023-07-24,127488.0
1390,Customer_1390,customer1390@mail.com,storing,Maize,2023-07-15,2023-09-18,156,3900,65,57,19266.0,partial,42,163800,2023-09-18,144534.0
1608,Customer_1608,customer1608@mail.com,storing,Maize,2023-10-19,2023-11-21,34,1700,33,29,1084.6,yes,49,83300,2023-11-21,82215.4
120,Customer_120,customer120@mail.com,storing,Rice,2024-03-16,2024-08-13,140,3500,150,27,18900.0,partial,29,101500,2024-08-13,82600.0
1347,Customer_1347,customer1347@mail.com,sold,Maize,2023-02-24,2023-03-26,121,6050,30,45,5445.0,yes,45,0,2023-03-26,-5445.0
1334,Customer_1334,customer1334@mail.com,sold,Wheat,2024-05-16,2024-07-10,38,1900,55,30,2090.0,yes,30,57000,2024-07-10,54910.0
1746,Customer_1746,customer1746@mail.com,storing,Millet,2024-05-17,2024-08-05,144,3600,80,55,21120.0,partial,39,140400,2024-08-05,119280.0
770,Customer_770,customer770@mail.com,storing,Sorghum,2024-02-26,2024-06-13,95,4750,108,53,18126.0,partial,37,175750,2024-06-13,157624.0
